0,484.41,2.3,0.035,,,,,,,,,,,,
0,486.31,2.9,0.035,,,,,,,,,,,,
5,491.31,2.74,0.035,,,,,,,,,,,,
0,494.41,0.76,0.035,,,,,,,,,,,,
0,499.41,0.5,0.035,,,,,,,,,,,,
5,501.71,2.03,0.035,,,,,,,,,,,,
0,502.71,2.07,0.035,,,,,,,,,,,,
0,503.56,2.24,0.035,,,,,,,,,,,,
0,505.41,3.1,0.035,,,,,,,,,,,,
0,510.71,2.32,0.035,,,,,,,,,,,,
25,514.44,2.16,0.035,,,,,,,,,,,,
0,531.14,5.25,0.035,,,,,,,,,,,,
3,532.86,6.2,0.035,,,,,,,,,,,,
0,538.86,6.21,0,,,,,,,,,,,,
0,546.35,6.2,0,,,,,,,,,,,,
0,547.18,6.34,0,,,,,,,,,,,,
0,551.65,6.31,0,,,,,,,,,,,,
0,552.72,6.05,0,,,,,,,,,,,,
3,562.93,5.82,0,,,,,,,,,,,,
25,578.84,2.92,0,,,,,,,,,,,,
0,586,2.98,0,,,,,,,,,,,,
18,596.47,2.961,0,,,,,,,,,,,,
2,596.47,2.73,0,,,,,,,,,,,,
5,598.63,2.55,0,,,,,,,,,,,,
0,602.65,-0.65,0,,,,,,,,,,,,
0,605.12,-0.66,0,,,,,,,,,,,,
5,609.11,2.57,0,,,,,,,,,,,,
28,616.47,2.68,0,,,,,,,,,,,,
28,626.47,2.78,0,,,,,,,,,,,,
